key,section,hu_text,de_text,de_status
portaszolgalat:hu.serviceDetail.relatedTitle,related.title,Kapcsolódó szolgáltatások,Verwandte Leistungen,translated_draft
portaszolgalat:related.0.objektumorzes.nameHu,related.0.title,Élőerős objektumőrzés,Objektschutz vor Ort,translated_draft
portaszolgalat:related.0.objektumorzes.shortDescHu,related.0.description,"Élőerős objektumőrzés beléptetéssel, járőrözéssel, incidenskezeléssel, szolgálati naplóval és egyeztetett eszkalációs renddel.","Objektschutz vor Ort mit Zutrittskontrolle, Kontrollgängen, Vorfallbearbeitung, Dienstbuch und abgestimmter Eskalationsordnung.",translated_draft
portaszolgalat:related.1.biztonsagtechnika.nameHu,related.1.title,Biztonságtechnika,Sicherheitstechnik,translated_draft
portaszolgalat:related.1.biztonsagtechnika.shortDescHu,related.1.description,"Biztonságtechnika kamerarendszerhez, beléptetéshez és riasztási folyamatokhoz, helyszínre szabott biztonsági modellbe illesztve, adatvédelmi szempontokat beépítő technikai tervezéssel.","Sicherheitstechnik für Kamerasysteme, Zutrittskontrolle und Alarmprozesse, eingebettet in ein standortgerechtes Sicherheitsmodell, mit technischer Planung, die Datenschutzaspekte einbezieht.",translated_draft
portaszolgalat:related.2.mystery-shopping-helyszini-audit.nameHu,related.2.title,Próbavásárlás és szolgáltatásaudit,Mystery Shopping und Serviceaudit,translated_draft
portaszolgalat:related.2.mystery-shopping-helyszini-audit.shortDescHu,related.2.description,"Próbavásárlás és szolgáltatásaudit valós ügyfél- és működési helyzetekben, strukturált megfigyeléssel, riportálással és fejlesztési javaslatokkal.","Mystery Shopping und Serviceaudit in realen Kunden- und Betriebssituationen, mit strukturierter Beobachtung, Berichtswesen und Verbesserungsempfehlungen.",translated_draft
portaszolgalat:related.3.soft-fm.nameHu,related.3.title,Soft FM,Soft FM,translated_draft
portaszolgalat:related.3.soft-fm.shortDescHu,related.3.description,"Soft FM takarítási, kertészeti, higiéniai, hulladékkezelési támogatási és szolgáltatókezelési feladatokra, egyeztetett scope-pal, minőségellenőrzéssel és írásos riportálással.","Soft FM für Reinigung, Grünpflege, Hygiene, Unterstützung bei der Abfallentsorgung und Dienstleistersteuerung, mit vereinbartem Leistungsumfang, Qualitätskontrolle und schriftlichem Berichtswesen.",translated_draft
portaszolgalat:serviceDetail.hero.cta,cta.hero,Ajánlatkérés,Angebot anfordern,translated_draft
portaszolgalat:SERVICE_QUOTE_COPY.hu.button,cta.embedded.collapsedButton,Ajánlatkérés,Angebot anfordern,translated_draft
mystery-shopping-helyszini-audit:seoTitleHu,meta.title,Próbavásárlás és szolgáltatásaudit | Avenir,Mystery Shopping und Serviceaudit | Avenir,translated_draft
mystery-shopping-helyszini-audit:seoDescriptionHu,meta.description,"Mystery Shopping, brand audit, próbautazás és szolgáltatásaudit ügyfélélmény, folyamatkövetés és megfelelési szempontok vizsgálatára.","Mystery Shopping, Brand Audit, Testfahrt und Serviceaudit zur Prüfung von Kundenerlebnis, Prozesstreue und Compliance-Aspekten.",translated_draft
mystery-shopping-helyszini-audit:nameHu,hero.h1,Próbavásárlás és szolgáltatásaudit,Mystery Shopping und Serviceaudit,translated_draft
mystery-shopping-helyszini-audit:valuePropositionHu,hero.subhead,"A próbavásárlás és szolgáltatásaudit valós ügyfélhelyzetben mutatja meg, mit tapasztal az ügyfél, követik-e az elvárt folyamatot, teljesülnek-e a brand-, tájékoztatási és szolgáltatási szabályok, és hol jelenik meg minőségi, reputációs vagy megfelelési kockázat.","Mystery Shopping und Serviceaudit zeigen in realen Kundensituationen, was der Kunde erlebt, ob der vorgesehene Prozess eingehalten wird, ob Marken-, Informations- und Servicestandards erfüllt werden und wo Qualitäts-, Reputations- oder Compliance-Risiken sichtbar werden.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.longDesc.body.0,body.1,"A Mystery Shopping nem egyszerű ellenőrzés, hanem megtervezett és dokumentált szolgáltatásminőség-mérés. Az Avenir az ügyféllel egyeztetve rögzíti az audit scope-ját, kialakítja a forgatókönyvet és az értékelési szempontokat, betanítja az értékelőt, majd valós ügyfélhelyzetben végzi el a vizsgálatot: vásárlást, ügyintézést, helyszíni látogatást, próbautazást vagy más ügyfélkapcsolati pontot.","Mystery Shopping ist keine einfache Kontrolle, sondern eine geplante und dokumentierte Messung der Servicequalität. Avenir legt in Abstimmung mit dem Auftraggeber den Prüfumfang des Audits fest, entwickelt das Szenario und die Bewertungskriterien, schult den Tester und führt die Prüfung anschließend in einer realen Kundensituation durch: als Testkauf, Geschäftsvorgang, Standortbesuch, Testfahrt oder an einem anderen Kundenkontaktpunkt.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.longDesc.body.1,body.2,"A vizsgálat scope-ja rögzíti, milyen szolgáltatási pontokat, folyamatlépéseket, brand standardokat, kommunikációs elvárásokat, tájékoztatási kötelezettségeket vagy megfelelési szempontokat kell vizsgálni. A cél nem az öncélú hibakeresés, hanem az, hogy a vezetés pontos, strukturált képet kapjon a tényleges ügyfélélményről.","Der Prüfumfang legt fest, welche Servicepunkte, Prozessschritte, Markenstandards, Kommunikationsanforderungen, Informationspflichten oder Compliance-Aspekte zu prüfen sind. Ziel ist nicht die Fehlersuche um ihrer selbst willen, sondern dass die Geschäftsleitung ein genaues, strukturiertes Bild vom tatsächlichen Kundenerlebnis erhält.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.longDesc.body.2,body.3,"A szolgáltatás több formában is alkalmazható. A Brand Audit az arculati, vizuális, tisztasági, hangulati és szolgáltatási standardokat vizsgálja. A Situation Shopping konkrét ügyfélhelyzeteket, kérdéseket, konfliktusokat vagy folyamatlépéseket tesztel. A szolgáltatásaudit vagy próbautazás pedig egy teljes ügyfélutat vizsgálhat, például személyszállítási, ügyfélszolgálati vagy helyszíni kiszolgálási folyamatban.","Die Leistung ist in mehreren Formen einsetzbar. Das Brand Audit prüft Erscheinungsbild, visuelle Standards, Sauberkeit, Atmosphäre und Servicestandards. Das Situation Shopping testet konkrete Kundensituationen, Fragen, Konflikte oder Prozessschritte. Das Serviceaudit oder die Testfahrt kann eine vollständige Customer Journey untersuchen, etwa in Personenbeförderungs-, Kundenservice- oder Vor-Ort-Bedienprozessen.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.longDesc.body.3,body.4,"Az Avenir strukturált riportot készít a megfigyelésekről, visszatérő mintákról, kockázati pontokról és fejlesztési javaslatokról. Az eredményeket az ügyféllel közösen áttekintjük, hogy azok támogassák a szolgáltatásminőséggel, folyamatfejlesztéssel és egyeztetett kontrollpontokkal kapcsolatos döntéseket.","Avenir erstellt einen strukturierten Bericht über Beobachtungen, wiederkehrende Muster, Risikopunkte und Verbesserungsempfehlungen. Die Ergebnisse besprechen wir gemeinsam mit dem Auftraggeber, damit sie Entscheidungen zu Servicequalität, Prozessverbesserung und abgestimmten Kontrollpunkten unterstützen.",translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.useCasesEyebrow,useCases.eyebrow,KINEK AJÁNLJUK,EMPFOHLEN FÜR,translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.useCasesTitle,useCases.title,Kinek jó,Für wen geeignet,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.useCases.0,useCases.0,"Próbavásárlás üzletekben, szolgáltatási pontokon vagy ügyfélszolgálati helyzetekben","Testkäufe in Geschäften, an Servicepunkten oder in Kundenservicesituationen",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.useCases.1,useCases.1,"Próbautazás taxi, személyszállítási vagy közlekedési szolgáltatás esetén","Testfahrten bei Taxi-, Personenbeförderungs- oder Verkehrsdienstleistungen",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.useCases.2,useCases.2,"Brand Audit: arculat, tisztaság, vizuális megjelenés és szolgáltatási standardok ellenőrzése","Brand Audit: Prüfung von Erscheinungsbild, Sauberkeit, visueller Präsenz und Servicestandards",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.useCases.3,useCases.3,"Situation Shopping: konkrét ügyfélhelyzetek, kérdések vagy konfliktushelyzetek tesztelése","Situation Shopping: Test konkreter Kundensituationen, Fragen oder Konfliktsituationen",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.useCases.4,useCases.4,Ügyfélút és látogatói élmény vizsgálata,Untersuchung der Customer Journey und des Besuchererlebnisses,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.useCases.5,useCases.5,"Tájékoztatási, árkommunikációs, számlázási, nyugtaadási vagy más megfelelési szempontok vizsgálata egyeztetett scope alapján","Prüfung von Informations-, Preiskommunikations-, Rechnungs-, Belegausgabe- oder anderen Compliance-Aspekten nach vereinbartem Prüfumfang",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.useCases.6,useCases.6,"Több helyszín, szolgáltató vagy egység összehasonlítható auditja","Vergleichbares Audit mehrerer Standorte, Dienstleister oder Einheiten",translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.includedEyebrow,included.eyebrow,TARTALOM,LEISTUNGSUMFANG,translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.includedTitle,included.title,Mit tartalmaz,Was enthalten ist,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.includedItems.0,includedItems.0,"Audit cél, scope és értékelési szempontok egyeztetése","Abstimmung von Auditziel, Prüfumfang und Bewertungskriterien",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.includedItems.1,includedItems.1,"Próbavásárlási, próbautazási vagy ügyfélút-forgatókönyv kialakítása","Entwicklung des Testkauf-, Testfahrt- oder Customer-Journey-Szenarios",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.includedItems.2,includedItems.2,Brand Audit vagy Situation Shopping módszertan kiválasztása,Auswahl der Methodik: Brand Audit oder Situation Shopping,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.includedItems.3,includedItems.3,Valós ügyfélhelyzetben történő szolgáltatásminőség-mérés,Messung der Servicequalität in realer Kundensituation,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.includedItems.4,includedItems.4,"Ügyfélút, kommunikáció, folyamatkövetés és kiszolgálás értékelése","Bewertung von Customer Journey, Kommunikation, Prozesstreue und Bedienung",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.includedItems.5,includedItems.5,Egyeztetett megfelelési szempontok vizsgálata,Prüfung vereinbarter Compliance-Aspekte,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.includedItems.6,includedItems.6,"Eltérések, kockázatok és fejlesztési pontok dokumentálása","Dokumentation von Abweichungen, Risiken und Verbesserungspunkten",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.includedItems.7,includedItems.7,Strukturált riport és vezetői összefoglaló,Strukturierter Bericht und Management-Zusammenfassung,translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.processEyebrow,process.eyebrow,FOLYAMAT,ABLAUF,translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.processTitle,process.title,Hogyan indul az együttműködés,So startet die Zusammenarbeit,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.0.title,processSteps.0.title,Audit cél és scope egyeztetése,Abstimmung von Auditziel und Prüfumfang,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.0.body,processSteps.0.body,"Rögzítjük, milyen üzleti, szolgáltatásminőségi vagy megfelelési kérdésre kell választ adnia az auditnak, és pontosan milyen folyamatok tartoznak a vizsgálatba.","Wir legen fest, welche geschäftliche, servicequalitäts- oder compliance-bezogene Frage das Audit beantworten soll und welche Prozesse genau Gegenstand der Prüfung sind.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.1.title,processSteps.1.title,Értékelési szempontok és forgatókönyv kialakítása,Entwicklung der Bewertungskriterien und des Szenarios,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.1.body,processSteps.1.body,"Meghatározzuk a mérési pontokat, a brand standardokat, a kommunikációs és tájékoztatási elvárásokat, valamint a próbavásárlási, próbautazási vagy ügyfélút-forgatókönyvet.","Wir definieren die Messpunkte, die Markenstandards, die Kommunikations- und Informationsanforderungen sowie das Testkauf-, Testfahrt- oder Customer-Journey-Szenario.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.2.title,processSteps.2.title,"Brand Audit, Situation Shopping, próbavásárlás vagy próbautazás elvégzése","Durchführung von Brand Audit, Situation Shopping, Testkauf oder Testfahrt",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.2.body,processSteps.2.body,"Az audit a jóváhagyott scope szerint, valós ügyfélhelyzetben történik, a szolgáltatási folyamat, az ügyfélélmény és az előre rögzített megfelelési pontok mérésére fókuszálva.","Das Audit erfolgt nach dem freigegebenen Prüfumfang in realer Kundensituation, mit Fokus auf die Messung des Serviceprozesses, des Kundenerlebnisses und der vorab festgelegten Compliance-Punkte.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.3.title,processSteps.3.title,"Tapasztalatok, eltérések és megfelelési pontok dokumentálása","Dokumentation von Erfahrungen, Abweichungen und Compliance-Punkten",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.3.body,processSteps.3.body,"A tapasztalatokat strukturált módon rögzítjük: mi történt az ügyfélút során, mi felelt meg az elvárt működésnek, hol volt eltérés, és milyen kockázat vagy javítási pont jelent meg.","Die Erfahrungen halten wir strukturiert fest: was während der Customer Journey geschehen ist, was dem erwarteten Ablauf entsprach, wo es Abweichungen gab und welche Risiken oder Verbesserungspunkte sichtbar wurden.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.4.title,processSteps.4.title,"Riport, vezetői összefoglaló és fejlesztési javaslatok elkészítése","Erstellung von Bericht, Management-Zusammenfassung und Verbesserungsempfehlungen",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.4.body,processSteps.4.body,"Az eredményeket vezetői szinten is áttekinthető riportba rendezzük, amely tartalmazhat megfelelési megállapításokat, visszatérő mintákat és konkrét fejlesztési javaslatokat.","Die Ergebnisse fassen wir in einem auch auf Führungsebene gut lesbaren Bericht zusammen, der Compliance-Feststellungen, wiederkehrende Muster und konkrete Verbesserungsempfehlungen enthalten kann.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.5.title,processSteps.5.title,Eredmények egyeztetése és következő lépések meghatározása,Besprechung der Ergebnisse und Festlegung der nächsten Schritte,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.processSteps.5.body,processSteps.5.body,"Az audit eredményeit közösen áttekintjük, hogy a megrendelő dönteni tudjon protokollmódosításról, képzésről, brand standard pontosításról vagy további mérésről.","Die Auditergebnisse besprechen wir gemeinsam, damit der Auftraggeber über Protokollanpassungen, Schulungen, die Präzisierung von Markenstandards oder weitere Messungen entscheiden kann.",translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.trustEyebrow,trust.eyebrow,MIÉRT BÍZHAT BENNÜNK,WARUM SIE UNS VERTRAUEN KÖNNEN,translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.trustTitle,trust.title,Bizalmi elemek,Vertrauenselemente,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.0.title,trustItems.0.title,Végrehajtás előtt meghatározott scope,Vor der Durchführung festgelegter Prüfumfang,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.0.body,trustItems.0.body,"Az audit célját, forgatókönyvét, szempontjait és riportálási formáját a végrehajtás előtt egyeztetni kell, hogy a megfigyelések a meghatározott szolgáltatásminőségi scope keretein belül maradjanak.","Ziel, Szenario, Kriterien und Berichtsform des Audits sind vor der Durchführung abzustimmen, damit die Beobachtungen innerhalb des festgelegten servicequalitätsbezogenen Prüfumfangs bleiben.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.1.title,trustItems.1.title,Semleges ügyfélút-megfigyelés,Neutrale Beobachtung der Customer Journey,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.1.body,trustItems.1.body,"A vizsgálat azt rögzíti, hogyan jelennek meg az egyeztetett szolgáltatási lépések, brand elvárások és ügyfélút-pontok valós ügyfélhelyzetben, felügyeleti vagy fegyelmi keretezés nélkül.","Die Prüfung erfasst, wie sich die vereinbarten Serviceschritte, Markenanforderungen und Customer-Journey-Punkte in realen Kundensituationen darstellen — ohne aufsichtsrechtliche oder disziplinarische Rahmung.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.2.title,trustItems.2.title,Strukturált riport és ügyféloldali egyeztetés,Strukturierter Bericht und Abstimmung mit dem Auftraggeber,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.2.body,trustItems.2.body,"Az Avenir strukturált riportot készít megfigyelésekkel, visszatérő mintákkal, kockázati pontokkal és fejlesztési javaslatokkal, majd a megállapításokat a megrendelővel áttekinti a szolgáltatásminőségi döntések támogatására.","Avenir erstellt einen strukturierten Bericht mit Beobachtungen, wiederkehrenden Mustern, Risikopunkten und Verbesserungsempfehlungen und bespricht die Feststellungen mit dem Auftraggeber zur Unterstützung von Servicequalitätsentscheidungen.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.3.title,trustItems.3.title,Több helyszín összehasonlítható képe,Vergleichbares Bild mehrerer Standorte,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.3.body,trustItems.3.body,"Ugyanaz a forgatókönyv több helyszínen vagy szolgáltatónál is megismételhető a szolgáltatási konzisztencia, folyamatbeli eltérések és visszatérő fejlesztési pontok összevetésére.","Dasselbe Szenario kann an mehreren Standorten oder bei mehreren Dienstleistern wiederholt werden, um Servicekonsistenz, Prozessabweichungen und wiederkehrende Verbesserungspunkte zu vergleichen.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.4.title,trustItems.4.title,Célhoz kötött és bizalmas riportálás,Zweckgebundene und vertrauliche Berichterstattung,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.trustItems.4.body,trustItems.4.body,A riportálás az egyeztetett scope-ra és a kijelölt megrendelői áttekintési folyamatra korlátozódik. Az egyes munkatársakra vonatkozó adatok szerepeltetése nem alapértelmezett jelentési elem; ilyen tartalom csak előzetesen egyeztetett adatvédelmi keretek között jelenhet meg.,Die Berichterstattung beschränkt sich auf den vereinbarten Prüfumfang und den festgelegten Überprüfungsprozess des Auftraggebers. Angaben zu einzelnen Mitarbeitern sind kein standardmäßiger Berichtsbestandteil; solche Inhalte können nur innerhalb vorab vereinbarter Datenschutzrahmen erscheinen.,legal_review_required
mystery-shopping-helyszini-audit:hu.serviceDetail.faqEyebrow,faq.eyebrow,GYAKORI KÉRDÉSEK,HÄUFIGE FRAGEN,translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.faqTitle,faq.title,Mit kérdeznek leggyakrabban,Was am häufigsten gefragt wird,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.0.q,faq.0.q,Mit tartalmaz a Mystery Shopping és szolgáltatásaudit?,Was umfasst Mystery Shopping und Serviceaudit?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.0.a,faq.0.a,"A szolgáltatás az audit céljának, scope-jának és értékelési szempontjainak rögzítéséből, a próbavásárlási vagy ügyfélút-forgatókönyv kialakításából, a valós ügyfélhelyzetben történő megfigyelésből és a strukturált riport elkészítéséből áll.","Die Leistung besteht aus der Festlegung von Auditziel, Prüfumfang und Bewertungskriterien, der Entwicklung des Testkauf- oder Customer-Journey-Szenarios, der Beobachtung in realer Kundensituation und der Erstellung eines strukturierten Berichts.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.1.q,faq.1.q,"Hogyan határozzuk meg az audit scope-ját, és hogyan tartjuk a vizsgálatot az egyeztetett keretek között?","Wie wird der Prüfumfang festgelegt, und wie bleibt die Prüfung im vereinbarten Rahmen?",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.1.a,faq.1.a,"Az audit scope-ja a végrehajtás előtt kerül meghatározásra. Az Avenir előre rögzíti a célt, a forgatókönyvet, a vizsgálati szempontokat, a riportálási formát és a megengedett megfigyelési pontokat. A megállapítások az egyeztetett szolgáltatási kritériumokhoz és fejlesztési célokhoz kapcsolódnak, nem jogi következtetésként vagy fegyelmi bizonyítékként jelennek meg.","Der Prüfumfang wird vor der Durchführung festgelegt. Avenir definiert vorab das Ziel, das Szenario, die Prüfkriterien, die Berichtsform und die zulässigen Beobachtungspunkte. Die Feststellungen beziehen sich auf die vereinbarten Servicekriterien und Verbesserungsziele und erscheinen nicht als rechtliche Schlussfolgerung oder disziplinarischer Beweis.",legal_review_required
mystery-shopping-helyszini-audit:PILOT_HU.faq.2.q,faq.2.q,Mi vizsgálható a szolgáltatásaudit során?,Was kann im Rahmen des Serviceaudits geprüft werden?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.2.a,faq.2.a,"Az audit vizsgálhat brand audit szempontokat, Situation Shopping forgatókönyveket, ügyfélút-lépéseket, szolgáltatásminőségi kritériumokat, egyeztetett megfelelési pontokat és több helyszín közötti konzisztenciát. Példák lehetnek a kommunikáció, tájékoztatás, kiszolgálás, számlázási vagy nyugtaadási folyamatok, ha ezek az egyeztetett scope részét képezik.","Das Audit kann Brand-Audit-Aspekte, Situation-Shopping-Szenarien, Customer-Journey-Schritte, Servicequalitätskriterien, vereinbarte Compliance-Punkte und die Konsistenz zwischen mehreren Standorten prüfen. Beispiele sind Kommunikation, Information, Bedienung sowie Rechnungs- oder Belegausgabeprozesse, sofern sie Teil des vereinbarten Prüfumfangs sind.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.3.q,faq.3.q,Készül riport az eredményekről?,Wird ein Bericht über die Ergebnisse erstellt?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.3.a,faq.3.a,"Igen. Avenir strukturált riportot készít a megfigyelt folyamatról, az eltérésekről, visszatérő mintákról, kockázati pontokról és fejlesztési javaslatokról az egyeztetett scope szerint.","Ja. Avenir erstellt einen strukturierten Bericht über den beobachteten Prozess, die Abweichungen, wiederkehrenden Muster, Risikopunkte und Verbesserungsempfehlungen nach dem vereinbarten Prüfumfang.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.4.q,faq.4.q,Név szerint szerepelnek a munkatársak a jelentésben?,Werden Mitarbeiter im Bericht namentlich genannt?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.4.a,faq.4.a,"A jelentés alapértelmezés szerint folyamat- és szolgáltatásminőségi fókuszú. Név szerinti vagy személyes adatot érintő megjelenítés csak előzetesen egyeztetett keretek között, az alkalmazandó adatvédelmi követelményekkel összhangban történhet.",Der Bericht ist standardmäßig prozess- und servicequalitätsorientiert. Eine namentliche oder personenbezogene Darstellung kann nur innerhalb vorab vereinbarter Rahmen und im Einklang mit den anwendbaren Datenschutzanforderungen erfolgen.,legal_review_required
mystery-shopping-helyszini-audit:PILOT_HU.faq.5.q,faq.5.q,Megismételhető ugyanaz a forgatókönyv több helyszínen?,Kann dasselbe Szenario an mehreren Standorten wiederholt werden?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.5.a,faq.5.a,"Igen, egységes forgatókönyv és értékelési szempontok alapján több helyszín, szolgáltató, egység vagy időszak is összehasonlítható. Ez segít az eltérések, visszatérő minták és fejlesztési prioritások azonosításában.","Ja, auf Grundlage eines einheitlichen Szenarios und einheitlicher Bewertungskriterien können mehrere Standorte, Dienstleister, Einheiten oder Zeiträume verglichen werden. Das hilft, Abweichungen, wiederkehrende Muster und Verbesserungsprioritäten zu erkennen.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.6.q,faq.6.q,Alkalmazható közlekedési vagy szolgáltatási ügyfélútra?,Ist die Methode auf Verkehrs- oder Service-Customer-Journeys anwendbar?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.6.a,faq.6.a,"Igen. Próbautazás vagy szolgáltatási ügyfélút keretében vizsgálható például a tájékoztatás, a kiszolgálás, a számlázási vagy nyugtaadási folyamat, a viselkedési protokoll és az előre meghatározott szolgáltatási vagy megfelelési szempontok teljesülése.","Ja. Im Rahmen einer Testfahrt oder einer Service-Customer-Journey können beispielsweise Information, Bedienung, Rechnungs- oder Belegausgabeprozesse, Verhaltensprotokolle und die Erfüllung vorab festgelegter Service- oder Compliance-Kriterien geprüft werden.",translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.7.q,faq.7.q,Mi a különbség a Mystery Shopping és a magánnyomozás között?,Worin unterscheidet sich Mystery Shopping von einer Privatermittlung?,translated_draft
mystery-shopping-helyszini-audit:PILOT_HU.faq.7.a,faq.7.a,"A Mystery Shopping és szolgáltatásaudit szolgáltatásminőséget, folyamatkövetést, ügyfélutat és egyeztetett megfelelési pontokat mér egy meghatározott scope alapján. Nem magánnyomozás, nem korlátlan megfigyelés, nem bizonyítékgyűjtés és nem fegyelmi automatizmus.","Mystery Shopping und Serviceaudit messen Servicequalität, Prozesstreue, Customer Journey und vereinbarte Compliance-Punkte auf Grundlage eines festgelegten Prüfumfangs. Es handelt sich nicht um Privatermittlung, nicht um unbegrenzte Beobachtung, nicht um Beweiserhebung und nicht um einen disziplinarischen Automatismus.",legal_review_required
mystery-shopping-helyszini-audit:hu.serviceDetail.relatedEyebrow,related.eyebrow,MÉG AZ AVENIRTŐL,WEITERES VON AVENIR,translated_draft
mystery-shopping-helyszini-audit:hu.serviceDetail.relatedTitle,related.title,Kapcsolódó szolgáltatások,Verwandte Leistungen,translated_draft
mystery-shopping-helyszini-audit:related.0.portaszolgalat.nameHu,related.0.title,Recepciós és portaszolgálat,Empfangs- und Pförtnerdienst,translated_draft
mystery-shopping-helyszini-audit:related.0.portaszolgalat.shortDescHu,related.0.description,"Recepciós és portaszolgálat látogatók, beszállítók, munkatársak, kulcsok, csomagok, naplózás és egyeztetett eszkaláció kezelésére.","Empfangs- und Pförtnerdienst für Besucher, Lieferanten, Mitarbeiter, Schlüssel, Pakete, Protokollierung und abgestimmte Eskalation.",translated_draft
mystery-shopping-helyszini-audit:related.1.soft-fm.nameHu,related.1.title,Soft FM,Soft FM,translated_draft
mystery-shopping-helyszini-audit:related.1.soft-fm.shortDescHu,related.1.description,"Soft FM takarítási, kertészeti, higiéniai, hulladékkezelési támogatási és szolgáltatókezelési feladatokra, egyeztetett scope-pal, minőségellenőrzéssel és írásos riportálással.","Soft FM für Reinigung, Grünpflege, Hygiene, Unterstützung bei der Abfallentsorgung und Dienstleistersteuerung, mit vereinbartem Leistungsumfang, Qualitätskontrolle und schriftlichem Berichtswesen.",translated_draft
mystery-shopping-helyszini-audit:related.2.rendezvenybiztositas.nameHu,related.2.title,Rendezvénybiztosítás,Veranstaltungssicherheit,translated_draft
mystery-shopping-helyszini-audit:related.2.rendezvenybiztositas.shortDescHu,related.2.description,"Rendezvénybiztosítás vállalati, zártkörű és nyilvános eseményekre, beléptetéssel, közönségáramlás-támogatással, zónakezeléssel, incidensrögzítéssel és szervezői eszkalációval.","Veranstaltungssicherheit für Firmen-, geschlossene und öffentliche Veranstaltungen, mit Zutrittskontrolle, Unterstützung der Besucherströme, Zonenmanagement, Vorfallerfassung und Eskalation an die Veranstaltungsleitung.",translated_draft
mystery-shopping-helyszini-audit:related.3.objektumorzes.nameHu,related.3.title,Élőerős objektumőrzés,Objektschutz vor Ort,translated_draft
mystery-shopping-helyszini-audit:related.3.objektumorzes.shortDescHu,related.3.description,"Élőerős objektumőrzés beléptetéssel, járőrözéssel, incidenskezeléssel, szolgálati naplóval és egyeztetett eszkalációs renddel.","Objektschutz vor Ort mit Zutrittskontrolle, Kontrollgängen, Vorfallbearbeitung, Dienstbuch und abgestimmter Eskalationsordnung.",translated_draft
